TransactionReference,ValueDate,CustomerAccount,Counterparty,AmountMinorUnits,CurrencyCode,TransactionType,SettlementStatus
B000891,2026-02-23,ACC0032,Kite Digital,28812,GBP,DEBIT,RETURNED
B000892,2026-01-11,ACC0062,"Wembley Tyres, Ltd",5865,GBP,DEBIT,SETTLED
B000893,2026-01-09,ACC0042,Corner Cafe,4676,GBP,CREDIT,SETTLED
B000894,2026-02-18,ACC0030,Corner Cafe,8742,GBP,DEBIT,SETTLED
B000895,2026-02-20,ACC0081,"Wembley Tyres, Ltd",5254,GBP,DEBIT,RETURNED
B000896,2026-01-17,ACC0112,Corner Cafe,13269,GBP,CREDIT,SETTLED
B000897,2026-02-14,ACC0056,Bolt & Screw Ltd,3134,GBP,CREDIT,SETTLED
B000898,2026-03-04,ACC0048,Dhillon & Sons,5525,GBP,CREDIT,SETTLED
B000899,2026-03-09,ACC0056,"Marlow ""Fine"" Foods",19181,GBP,CREDIT,UNSETTLED
B000900,2026-03-20,ACC0058,Ashvale Clinic,7658,GBP,DEBIT,SETTLED
B000901,2026-01-10,ACC0114,Ashvale Clinic,3039,GBP,DEBIT,SETTLED
B000902,2026-01-17,ACC0041,"Wembley Tyres, Ltd",11610,GBP,DEBIT,SETTLED
B000903,2026-03-04,ACC0051,Bolt & Screw Ltd,1089,GBP,CREDIT,SETTLED
B000904,2026-03-11,ACC0094,Harrow Sports Club,3993,GBP,CREDIT,RETURNED
B000905,2026-03-07,ACC0012,Harrow Sports Club,4574,GBP,DEBIT,SETTLED
B000906,2026-02-07,ACC0044,Northline Freight,64248,GBP,CREDIT,UNSETTLED
B000907,2026-03-23,ACC0025,The Old Print Works,72591,GBP,CREDIT,RETURNED
B000908,2026-02-01,ACC0031,Ashvale Clinic,13997,GBP,DEBIT,RETURNED
B000909,2026-01-26,ACC0073,Petra Logistics,16423,GBP,DEBIT,RETURNED
B000910,2026-01-12,ACC0077,Dhillon & Sons,3147,GBP,CREDIT,RETURNED
B000911,2026-03-19,ACC0054,Dhillon & Sons,2123,GBP,DEBIT,UNSETTLED
B000912,2026-03-02,ACC0103,Kite Digital,8525,GBP,DEBIT,UNSETTLED
B000913,2026-02-09,ACC0033,Harrow Sports Club,19103,GBP,CREDIT,SETTLED
B000914,2026-03-10,ACC0022,Bolt & Screw Ltd,11882,GBP,DEBIT,UNSETTLED
B000915,2026-02-23,ACC0026,"Marlow ""Fine"" Foods",23275,GBP,CREDIT,SETTLED
B000916,2026-02-20,ACC0052,Harrow Sports Club,2699,GBP,CREDIT,UNSETTLED
B000917,2026-01-14,ACC0057,Kite Digital,14688,GBP,CREDIT,RETURNED
B000918,2026-01-10,ACC0058,Northline Freight,35125,GBP,DEBIT,UNSETTLED
B000919,2026-02-23,ACC0014,"Wembley Tyres, Ltd",13940,GBP,DEBIT,SETTLED
B000920,2026-03-27,ACC0116,"Marlow ""Fine"" Foods",1610,GBP,DEBIT,SETTLED
B000921,2026-01-24,ACC0029,Petra Logistics,21602,GBP,DEBIT,RETURNED
B000922,2026-02-22,ACC0015,Corner Cafe,23336,GBP,CREDIT,RETURNED
B000923,2026-02-14,ACC0060,Bolt & Screw Ltd,12568,GBP,DEBIT,RETURNED
B000924,2026-03-12,ACC0105,Kite Digital,1420,GBP,DEBIT,UNSETTLED
B000925,2026-01-23,ACC0001,Ashvale Clinic,12457,GBP,CREDIT,SETTLED
B000926,2026-01-23,ACC0019,"Marlow ""Fine"" Foods",16051,GBP,DEBIT,RETURNED
B000927,2026-01-18,ACC0044,Petra Logistics,29092,GBP,DEBIT,SETTLED
B000928,2026-03-19,ACC0031,Ashvale Clinic,5725,GBP,DEBIT,UNSETTLED
B000929,2026-02-24,ACC0066,Kite Digital,6385,GBP,DEBIT,SETTLED
B000930,2026-02-16,ACC0094,"Marlow ""Fine"" Foods",27342,GBP,CREDIT,SETTLED
B000931,2026-02-25,ACC0061,"Marlow ""Fine"" Foods",5674,GBP,DEBIT,RETURNED
B000932,2026-02-17,ACC0079,Northline Freight,13261,GBP,DEBIT,RETURNED
B000933,2026-03-07,ACC0111,The Old Print Works,12889,GBP,DEBIT,SETTLED
B000934,2026-01-23,ACC0104,Petra Logistics,13549,GBP,CREDIT,RETURNED
B000935,2026-03-11,ACC0051,Dhillon & Sons,28930,GBP,CREDIT,SETTLED
B000936,2026-01-11,ACC0107,The Old Print Works,12803,GBP,DEBIT,SETTLED
B000937,2026-03-22,ACC0084,"Wembley Tyres, Ltd",12280,GBP,CREDIT,SETTLED
B000938,2026-02-01,ACC0036,Petra Logistics,2640,GBP,CREDIT,SETTLED
B000939,2026-03-21,ACC0046,"Marlow ""Fine"" Foods",2895,GBP,DEBIT,RETURNED
B000940,2026-01-29,ACC0028,Sandbrook Utilities,35727,GBP,CREDIT,UNSETTLED
B000941,2026-01-14,ACC0070,"Wembley Tyres, Ltd",22827,GBP,CREDIT,SETTLED
B000942,2026-01-01,ACC0066,Bolt & Screw Ltd,3409,GBP,DEBIT,RETURNED
B000943,2026-02-10,ACC0011,Petra Logistics,14501,GBP,DEBIT,UNSETTLED
B000944,2026-01-30,ACC0028,Bolt & Screw Ltd,4130,GBP,CREDIT,RETURNED
B000945,2026-01-22,ACC0078,The Old Print Works,30219,GBP,DEBIT,SETTLED
B000946,2026-03-01,ACC0062,Petra Logistics,1201,GBP,CREDIT,UNSETTLED
B000947,2026-01-10,ACC0036,Harrow Sports Club,9357,GBP,DEBIT,SETTLED
B000948,2026-01-18,ACC0026,Kite Digital,18807,GBP,CREDIT,UNSETTLED
B000949,2026-02-02,ACC0106,Corner Cafe,8584,GBP,DEBIT,SETTLED
B000950,2026-03-13,ACC0032,Dhillon & Sons,6612,GBP,DEBIT,SETTLED
B000951,2026-02-04,ACC0036,The Old Print Works,3598,GBP,DEBIT,UNSETTLED
B000952,2026-01-17,ACC0071,Ashvale Clinic,6251,GBP,DEBIT,UNSETTLED
B000953,2026-01-26,ACC0053,"Marlow ""Fine"" Foods",42516,GBP,CREDIT,UNSETTLED
B000954,2026-02-27,ACC0057,Sandbrook Utilities,20865,GBP,DEBIT,SETTLED
B000955,2026-03-20,ACC0043,The Old Print Works,2948,GBP,CREDIT,UNSETTLED
B000956,2026-02-09,ACC0068,Sandbrook Utilities,3531,GBP,DEBIT,UNSETTLED
B000957,2026-02-23,ACC0104,Kite Digital,11790,GBP,DEBIT,SETTLED
B000958,2026-03-05,ACC0040,"Wembley Tyres, Ltd",2190,GBP,DEBIT,UNSETTLED
B000959,2026-03-23,ACC0089,Harrow Sports Club,1111,GBP,DEBIT,RETURNED
B000960,2026-02-13,ACC0048,Petra Logistics,3598,GBP,DEBIT,UNSETTLED
B000961,2026-01-29,ACC0028,"Marlow ""Fine"" Foods",5501,GBP,DEBIT,SETTLED
B000962,2026-03-22,ACC0053,Northline Freight,921,GBP,DEBIT,UNSETTLED
B000963,2026-02-04,ACC0089,Northline Freight,1023,GBP,CREDIT,SETTLED
B000964,2026-02-01,ACC0092,Bolt & Screw Ltd,3401,GBP,DEBIT,UNSETTLED
B000965,2026-02-24,ACC0015,Harrow Sports Club,7173,GBP,DEBIT,RETURNED
B000966,2026-02-03,ACC0014,Petra Logistics,69405,GBP,CREDIT,UNSETTLED
B000967,2026-03-14,ACC0108,Corner Cafe,1101,GBP,DEBIT,UNSETTLED
B000968,2026-03-23,ACC0084,"Wembley Tyres, Ltd",3768,GBP,DEBIT,RETURNED
B000969,2026-03-24,ACC0108,Dhillon & Sons,13009,GBP,CREDIT,UNSETTLED
B000970,2026-03-20,ACC0094,Sandbrook Utilities,5925,GBP,DEBIT,SETTLED
B000971,2026-03-11,ACC0015,Bolt & Screw Ltd,702,GBP,DEBIT,SETTLED
B000972,2026-03-30,ACC0020,Ashvale Clinic,6769,GBP,DEBIT,UNSETTLED
B000973,2026-01-23,ACC0030,Ashvale Clinic,4775,GBP,CREDIT,SETTLED
B000974,2026-03-01,ACC0085,Ashvale Clinic,19496,GBP,CREDIT,RETURNED
B000975,2026-02-05,ACC0112,"Wembley Tyres, Ltd",15778,GBP,CREDIT,UNSETTLED
B000976,2026-02-12,ACC0033,"Wembley Tyres, Ltd",12516,GBP,DEBIT,SETTLED
B000977,2026-02-04,ACC0038,"Wembley Tyres, Ltd",739,GBP,DEBIT,RETURNED
B000978,2026-03-17,ACC0056,Kite Digital,4701,GBP,DEBIT,UNSETTLED
B000979,2026-01-05,ACC0075,Corner Cafe,5504,GBP,DEBIT,SETTLED
B000980,2026-01-02,ACC0101,Northline Freight,14481,GBP,CREDIT,RETURNED
B000981,2026-01-28,ACC0015,"Wembley Tyres, Ltd",13700,GBP,DEBIT,RETURNED
B000982,2026-02-26,ACC0083,Dhillon & Sons,5067,GBP,DEBIT,UNSETTLED
B000983,2026-03-10,ACC0119,"Marlow ""Fine"" Foods",1280,GBP,DEBIT,SETTLED
B000984,2026-02-26,ACC0114,Northline Freight,3796,GBP,DEBIT,SETTLED
B000985,2026-02-20,ACC0079,"Marlow ""Fine"" Foods",4923,GBP,DEBIT,UNSETTLED
B000986,2026-03-18,ACC0065,Petra Logistics,3731,GBP,DEBIT,RETURNED
B000987,2026-01-11,ACC0097,"Wembley Tyres, Ltd",10967,GBP,DEBIT,UNSETTLED
B000988,2026-02-03,ACC0032,"Marlow ""Fine"" Foods",5035,GBP,DEBIT,SETTLED
B000989,2026-01-03,ACC0068,Bolt & Screw Ltd,12515,GBP,DEBIT,RETURNED
B000990,2026-03-17,ACC0049,Ashvale Clinic,7662,GBP,DEBIT,RETURNED
B000991,2026-02-05,ACC0072,Sandbrook Utilities,7600,GBP,CREDIT,UNSETTLED
B000992,2026-03-17,ACC0059,The Old Print Works,1318,GBP,DEBIT,SETTLED
B000993,2026-02-06,ACC0078,Ashvale Clinic,11359,GBP,CREDIT,UNSETTLED
B000994,2026-03-31,ACC0101,Bolt & Screw Ltd,7442,GBP,DEBIT,SETTLED
B000995,2026-02-03,ACC0086,Corner Cafe,2798,GBP,DEBIT,SETTLED
B000996,2026-02-10,ACC0119,"Wembley Tyres, Ltd",5226,GBP,CREDIT,RETURNED
B000997,2026-02-27,ACC0082,Kite Digital,9162,GBP,CREDIT,UNSETTLED
B000998,2026-02-01,ACC0099,Ashvale Clinic,5087,GBP,CREDIT,UNSETTLED
B000999,2026-02-03,ACC0063,Kite Digital,2105,GBP,CREDIT,SETTLED
B001000,2026-02-18,ACC0067,Dhillon & Sons,2533,GBP,DEBIT,SETTLED
B001001,2026-03-16,ACC0113,Petra Logistics,6595,GBP,CREDIT,UNSETTLED
B001002,2026-01-07,ACC0040,Dhillon & Sons,7120,GBP,CREDIT,RETURNED
B001003,2026-03-02,ACC0083,Northline Freight,22620,GBP,DEBIT,SETTLED
B001004,2026-01-23,ACC0088,"Wembley Tyres, Ltd",3688,GBP,DEBIT,SETTLED
B001005,2026-02-28,ACC0079,"Marlow ""Fine"" Foods",2234,GBP,DEBIT,RETURNED
B001006,2026-01-03,ACC0006,"Marlow ""Fine"" Foods",13985,GBP,DEBIT,SETTLED
B001007,2026-01-13,ACC0068,The Old Print Works,4288,GBP,DEBIT,UNSETTLED
B001008,2026-03-04,ACC0047,Harrow Sports Club,13974,GBP,DEBIT,RETURNED
B001009,2026-01-11,ACC0033,"Wembley Tyres, Ltd",5607,GBP,DEBIT,UNSETTLED
B001010,2026-03-15,ACC0018,Sandbrook Utilities,8037,GBP,CREDIT,SETTLED
B001011,2026-03-22,ACC0107,Northline Freight,1722,GBP,DEBIT,SETTLED
B001012,2026-02-22,ACC0090,Dhillon & Sons,21488,GBP,DEBIT,SETTLED
B001013,2026-02-05,ACC0028,Ashvale Clinic,5818,GBP,DEBIT,UNSETTLED
B001014,2026-02-28,ACC0077,Dhillon & Sons,10883,GBP,DEBIT,SETTLED
B001015,2026-03-12,ACC0071,Corner Cafe,13428,GBP,CREDIT,SETTLED
B001016,2026-01-01,ACC0109,Bolt & Screw Ltd,5474,GBP,CREDIT,RETURNED
B001017,2026-02-16,ACC0009,"Wembley Tyres, Ltd",7896,GBP,DEBIT,RETURNED
B001018,2026-01-05,ACC0017,Northline Freight,2534,GBP,CREDIT,RETURNED
B001019,2026-01-16,ACC0008,Bolt & Screw Ltd,6257,GBP,CREDIT,UNSETTLED
B001020,2026-03-31,ACC0117,Harrow Sports Club,1530,GBP,DEBIT,SETTLED
B001021,2026-03-31,ACC0100,Northline Freight,10136,GBP,DEBIT,UNSETTLED
B001022,2026-01-25,ACC0007,Petra Logistics,16271,GBP,CREDIT,RETURNED
B001023,2026-01-23,ACC0067,Petra Logistics,10304,GBP,DEBIT,SETTLED
B001024,2026-02-19,ACC0059,Sandbrook Utilities,6144,GBP,DEBIT,SETTLED
B001025,2026-03-27,ACC0087,Dhillon & Sons,7578,GBP,CREDIT,UNSETTLED
B001026,2026-01-27,ACC0057,Corner Cafe,2846,GBP,DEBIT,RETURNED
B001027,2026-01-28,ACC0096,Northline Freight,2000,GBP,CREDIT,SETTLED
B001028,2026-02-22,ACC0107,The Old Print Works,3448,GBP,DEBIT,RETURNED
B001029,2026-01-10,ACC0009,Petra Logistics,27520,GBP,DEBIT,SETTLED
B001030,2026-01-26,ACC0047,Harrow Sports Club,3933,GBP,CREDIT,SETTLED
B001031,2026-03-08,ACC0087,Dhillon & Sons,2300,GBP,DEBIT,SETTLED
B001032,2026-03-30,ACC0057,Petra Logistics,2831,GBP,CREDIT,UNSETTLED
B001033,2026-02-08,ACC0101,Corner Cafe,7632,GBP,DEBIT,UNSETTLED
B001034,2026-03-14,ACC0028,Sandbrook Utilities,1319,GBP,DEBIT,SETTLED
B001035,2026-01-06,ACC0106,Harrow Sports Club,12386,GBP,DEBIT,UNSETTLED
B001036,2026-02-07,ACC0015,The Old Print Works,4613,GBP,CREDIT,SETTLED
B001037,2026-02-01,ACC0030,The Old Print Works,5157,GBP,DEBIT,UNSETTLED
B001038,2026-01-09,ACC0035,Dhillon & Sons,1084,GBP,DEBIT,UNSETTLED
B001039,2026-02-03,ACC0071,Sandbrook Utilities,10866,GBP,CREDIT,UNSETTLED
B001040,2026-03-12,ACC0080,Ashvale Clinic,5452,GBP,CREDIT,UNSETTLED
B001041,2026-02-12,ACC0069,"Wembley Tyres, Ltd",34561,GBP,DEBIT,UNSETTLED
B001042,2026-01-02,ACC0022,Sandbrook Utilities,4523,GBP,DEBIT,RETURNED
B001043,2026-03-17,ACC0011,Harrow Sports Club,3324,GBP,DEBIT,UNSETTLED
B001044,2026-03-14,ACC0047,Ashvale Clinic,11315,GBP,DEBIT,RETURNED
B001045,2026-03-12,ACC0058,Kite Digital,4644,GBP,DEBIT,SETTLED
B001046,2026-02-12,ACC0067,"Wembley Tyres, Ltd",2697,GBP,CREDIT,RETURNED
B001047,2026-01-27,ACC0056,Northline Freight,3181,GBP,DEBIT,UNSETTLED
B001048,2026-01-14,ACC0120,Bolt & Screw Ltd,1943,GBP,DEBIT,SETTLED
B001049,2026-02-14,ACC0107,Northline Freight,4377,GBP,DEBIT,SETTLED
B001050,2026-01-31,ACC0107,Ashvale Clinic,2505,GBP,DEBIT,UNSETTLED
B001051,2026-01-01,ACC0055,Ashvale Clinic,74242,GBP,CREDIT,SETTLED
B001052,2026-03-14,ACC0070,Ashvale Clinic,11262,GBP,DEBIT,RETURNED
B001053,2026-02-17,ACC0111,The Old Print Works,5605,GBP,DEBIT,RETURNED
B001054,2026-01-25,ACC0072,Bolt & Screw Ltd,1686,GBP,DEBIT,SETTLED
B001055,2026-03-28,ACC0104,Harrow Sports Club,7259,GBP,CREDIT,UNSETTLED
B001056,2026-01-15,ACC0017,Ashvale Clinic,4909,GBP,CREDIT,SETTLED
B001057,2026-03-19,ACC0116,Corner Cafe,4800,GBP,DEBIT,UNSETTLED
B001058,2026-03-21,ACC0041,Bolt & Screw Ltd,1922,GBP,DEBIT,UNSETTLED
B001059,2026-03-15,ACC0072,Petra Logistics,15307,GBP,DEBIT,UNSETTLED
B001060,2026-01-04,ACC0063,Bolt & Screw Ltd,12624,GBP,DEBIT,RETURNED
B001061,2026-02-11,ACC0105,Kite Digital,9990,GBP,DEBIT,SETTLED
B001062,2026-03-30,ACC0116,"Wembley Tyres, Ltd",14815,GBP,CREDIT,RETURNED
B001063,2026-03-18,ACC0094,Dhillon & Sons,4364,GBP,DEBIT,UNSETTLED
B001064,2026-02-24,ACC0113,Sandbrook Utilities,12420,GBP,DEBIT,SETTLED
B001065,2026-03-06,ACC0057,Kite Digital,7346,GBP,DEBIT,SETTLED
B001066,2026-01-25,ACC0086,Sandbrook Utilities,2313,GBP,DEBIT,SETTLED
B001067,2026-02-12,ACC0038,Ashvale Clinic,4640,GBP,CREDIT,SETTLED
B001068,2026-01-27,ACC0022,"Marlow ""Fine"" Foods",4248,GBP,DEBIT,RETURNED
B001069,2026-02-23,ACC0037,Ashvale Clinic,1995,GBP,CREDIT,UNSETTLED
B001070,2026-03-23,ACC0096,Harrow Sports Club,8983,GBP,CREDIT,SETTLED
B001071,2026-01-07,ACC0080,Ashvale Clinic,5435,GBP,DEBIT,RETURNED
B001072,2026-03-03,ACC0083,"Wembley Tyres, Ltd",2668,GBP,DEBIT,RETURNED
B001073,2026-01-26,ACC0119,"Wembley Tyres, Ltd",7071,GBP,DEBIT,SETTLED
B001074,2026-02-14,ACC0081,Dhillon & Sons,4146,GBP,CREDIT,SETTLED
B001075,2026-03-17,ACC0103,Kite Digital,3958,GBP,CREDIT,SETTLED
B001076,2026-01-31,ACC0011,Northline Freight,14713,GBP,CREDIT,RETURNED
B001077,2026-03-07,ACC0023,The Old Print Works,5513,GBP,CREDIT,SETTLED
B001078,2026-03-28,ACC0033,Northline Freight,74858,GBP,DEBIT,SETTLED
B001079,2026-01-25,ACC0072,"Marlow ""Fine"" Foods",5108,GBP,DEBIT,SETTLED
B001080,2026-02-09,ACC0063,"Marlow ""Fine"" Foods",15556,GBP,DEBIT,SETTLED
B001081,2026-01-10,ACC0088,Harrow Sports Club,3902,GBP,CREDIT,SETTLED
B001082,2026-01-14,ACC0089,Dhillon & Sons,6011,GBP,DEBIT,SETTLED
B001083,2026-01-26,ACC0078,"Marlow ""Fine"" Foods",5269,GBP,DEBIT,UNSETTLED
B001084,2026-03-21,ACC0096,The Old Print Works,19237,GBP,CREDIT,SETTLED
B001085,2026-02-25,ACC0106,Kite Digital,9513,GBP,DEBIT,SETTLED
B001086,2026-03-09,ACC0095,Northline Freight,5947,GBP,DEBIT,RETURNED
B001087,2026-03-25,ACC0088,"Wembley Tyres, Ltd",14458,GBP,CREDIT,SETTLED
B001088,2026-01-06,ACC0114,Bolt & Screw Ltd,1745,GBP,DEBIT,SETTLED
B001089,2026-02-05,ACC0079,Northline Freight,23033,GBP,DEBIT,SETTLED
B001090,2026-03-15,ACC0003,Ashvale Clinic,5258,GBP,CREDIT,RETURNED
B001091,2026-01-06,ACC0112,Kite Digital,1561,GBP,CREDIT,UNSETTLED
B001092,2026-02-10,ACC0079,"Marlow ""Fine"" Foods",11901,GBP,CREDIT,SETTLED
B001093,2026-03-27,ACC0002,"Marlow ""Fine"" Foods",5731,GBP,DEBIT,SETTLED
B001094,2026-03-18,ACC0033,Northline Freight,5626,GBP,DEBIT,SETTLED
B001095,2026-01-21,ACC0015,Northline Freight,2404,GBP,DEBIT,UNSETTLED
B001096,2026-03-07,ACC0001,"Wembley Tyres, Ltd",2165,GBP,CREDIT,SETTLED
B001097,2026-02-24,ACC0058,Kite Digital,10233,GBP,DEBIT,SETTLED
B001098,2026-02-05,ACC0098,Sandbrook Utilities,2848,GBP,CREDIT,UNSETTLED
B001099,2026-03-26,ACC0048,"Wembley Tyres, Ltd",24448,GBP,DEBIT,UNSETTLED
B001100,2026-02-16,ACC0010,Dhillon & Sons,12824,GBP,CREDIT,UNSETTLED
B001101,2026-03-29,ACC0012,Corner Cafe,5341,GBP,CREDIT,UNSETTLED
B001102,2026-02-07,ACC0006,"Wembley Tyres, Ltd",2495,GBP,DEBIT,UNSETTLED
B001103,2026-01-24,ACC0006,Ashvale Clinic,29638,GBP,CREDIT,UNSETTLED
B001104,2026-01-30,ACC0104,Harrow Sports Club,3424,GBP,DEBIT,RETURNED
B001105,2026-03-06,ACC0120,Ashvale Clinic,4925,GBP,DEBIT,UNSETTLED
B001106,2026-01-27,ACC0061,"Wembley Tyres, Ltd",49179,GBP,CREDIT,SETTLED
B001107,2026-01-13,ACC0026,Dhillon & Sons,2524,GBP,DEBIT,SETTLED
B001108,2026-01-13,ACC0018,Petra Logistics,36520,GBP,DEBIT,SETTLED
B001109,2026-01-23,ACC0089,Petra Logistics,2856,GBP,DEBIT,RETURNED
B001110,2026-01-01,ACC0082,Bolt & Screw Ltd,7288,GBP,DEBIT,SETTLED
B001111,2026-01-19,ACC0010,Kite Digital,35408,GBP,CREDIT,RETURNED
B001112,2026-03-11,ACC0110,Sandbrook Utilities,10759,GBP,DEBIT,RETURNED
B001113,2026-02-07,ACC0050,Corner Cafe,36429,GBP,DEBIT,RETURNED
B001114,2026-02-11,ACC0048,Harrow Sports Club,600,GBP,DEBIT,SETTLED
B001115,2026-03-23,ACC0035,Petra Logistics,12397,GBP,DEBIT,SETTLED
B001116,2026-01-28,ACC0020,Bolt & Screw Ltd,10543,GBP,DEBIT,SETTLED
B001117,2026-03-30,ACC0030,Dhillon & Sons,3703,GBP,DEBIT,UNSETTLED
B001118,2026-01-12,ACC0040,Dhillon & Sons,7152,GBP,DEBIT,RETURNED
B001119,2026-02-26,ACC0031,Northline Freight,1419,GBP,CREDIT,SETTLED
B001120,2026-02-13,ACC0061,Kite Digital,48843,GBP,DEBIT,SETTLED
B001121,2026-01-23,ACC0053,Northline Freight,13744,GBP,CREDIT,UNSETTLED
B001122,2026-01-29,ACC0100,Petra Logistics,2711,GBP,CREDIT,UNSETTLED
B001123,2026-01-01,ACC0033,"Wembley Tyres, Ltd",7365,GBP,DEBIT,RETURNED
B001124,2026-01-07,ACC0004,Northline Freight,3521,GBP,DEBIT,UNSETTLED
B001125,2026-02-04,ACC0054,"Marlow ""Fine"" Foods",10804,GBP,CREDIT,SETTLED
B001126,2026-02-22,ACC0088,Petra Logistics,3494,GBP,DEBIT,SETTLED
B001127,2026-02-20,ACC0105,Bolt & Screw Ltd,,GBP,CREDIT,RETURNED
B001128,2026-03-10,ACC0103,Ashvale Clinic,9995,GBP,DEBIT,SETTLED
B001129,2026-02-10,ACC0044,Kite Digital,,GBP,DEBIT,RETURNED
B001130,2026-01-03,ACC0040,Sandbrook Utilities,1991,GBP,DEBIT,RETURNED
B001131,2026-02-05,ACC0073,Northline Freight,3321,GBP,DEBIT,RETURNED
B001132,2026-03-08,ACC0063,Bolt & Screw Ltd,1060,GBP,CREDIT,UNSETTLED
B001133,2026-01-05,ACC0070,"Wembley Tyres, Ltd",673,GBP,CREDIT,SETTLED
B001134,2026-03-21,ACC0090,"Marlow ""Fine"" Foods",2144,GBP,DEBIT,SETTLED
B001135,2026-02-03,ACC0118,Ashvale Clinic,6727,GBP,DEBIT,UNSETTLED
B001136,2026-02-16,ACC0046,"Wembley Tyres, Ltd",588,GBP,CREDIT,SETTLED
B001137,2026-01-02,ACC0005,Corner Cafe,3921,GBP,DEBIT,SETTLED
B001138,2026-03-14,ACC0026,Ashvale Clinic,2535,GBP,DEBIT,RETURNED
B001139,2026-03-03,ACC0096,"Wembley Tyres, Ltd",1009,GBP,DEBIT,RETURNED
B001140,2026-02-03,ACC0079,Harrow Sports Club,2234,GBP,DEBIT,SETTLED
B001141,2026-01-23,ACC0057,Petra Logistics,4546,GBP,DEBIT,UNSETTLED
B001142,2026-01-28,ACC0033,Kite Digital,13604,GBP,CREDIT,SETTLED
B001143,2026-02-07,ACC0093,Northline Freight,7141,GBP,CREDIT,RETURNED
B001144,2026-02-13,ACC0119,Ashvale Clinic,7911,GBP,DEBIT,RETURNED
B001145,2026-02-11,ACC0004,Kite Digital,45133,GBP,DEBIT,SETTLED
B001146,2026-03-18,ACC0098,Corner Cafe,17840,GBP,DEBIT,SETTLED
B001147,2026-01-06,ACC0059,Bolt & Screw Ltd,34349,GBP,CREDIT,SETTLED
B001148,2026-03-30,ACC0033,The Old Print Works,2000,GBP,CREDIT,SETTLED
B001149,2026-02-04,ACC0113,Corner Cafe,7087,GBP,CREDIT,UNSETTLED
B001150,2026-02-05,ACC0013,The Old Print Works,9039,GBP,CREDIT,UNSETTLED
B001151,2026-03-12,ACC0056,Bolt & Screw Ltd,4542,GBP,CREDIT,SETTLED
B001152,2026-01-07,ACC0054,Northline Freight,7322,GBP,DEBIT,UNSETTLED
B001153,2026-01-02,ACC0055,Ashvale Clinic,4210,GBP,CREDIT,SETTLED
B001154,2026-02-12,ACC0117,"Wembley Tyres, Ltd",6370,GBP,DEBIT,SETTLED
B001155,2026-02-06,ACC0002,"Wembley Tyres, Ltd",95394,GBP,CREDIT,UNSETTLED
B001156,2026-03-16,ACC0107,The Old Print Works,7702,GBP,CREDIT,SETTLED
B001157,2026-02-06,ACC0056,Sandbrook Utilities,6045,GBP,DEBIT,SETTLED
B001158,2026-01-12,ACC0085,"Marlow ""Fine"" Foods",5002,GBP,CREDIT,RETURNED
B001159,2026-02-19,ACC0119,Ashvale Clinic,5056,GBP,DEBIT,RETURNED
B001160,2026-03-13,ACC0085,Dhillon & Sons,5513,GBP,DEBIT,UNSETTLED
B001161,2026-02-22,ACC0082,"Wembley Tyres, Ltd",5911,GBP,DEBIT,RETURNED
B001162,2026-02-27,ACC0094,The Old Print Works,16721,GBP,DEBIT,RETURNED
B001163,2026-02-08,ACC0029,Dhillon & Sons,4726,GBP,DEBIT,SETTLED
B001164,2026-03-10,ACC0112,Kite Digital,2677,GBP,CREDIT,SETTLED
B001165,2026-01-31,ACC0104,Harrow Sports Club,12135,GBP,DEBIT,SETTLED
B001166,2026-02-21,ACC0006,The Old Print Works,13292,GBP,DEBIT,RETURNED
B001167,2026-03-12,ACC0094,Corner Cafe,10171,GBP,DEBIT,SETTLED
B001168,2026-01-11,ACC0021,Ashvale Clinic,10780,GBP,DEBIT,SETTLED
B001169,2026-03-15,ACC0064,Bolt & Screw Ltd,3329,GBP,CREDIT,RETURNED
B001170,2026-03-08,ACC0019,Northline Freight,6540,GBP,DEBIT,SETTLED
B001171,2026-03-16,ACC0094,Ashvale Clinic,7487,GBP,DEBIT,RETURNED
B001172,2026-02-27,ACC0062,Petra Logistics,10361,GBP,DEBIT,UNSETTLED
B001173,2026-01-02,ACC0034,"Wembley Tyres, Ltd",7108,GBP,CREDIT,SETTLED
B001174,2026-01-18,ACC0091,Dhillon & Sons,429,GBP,CREDIT,UNSETTLED
B001175,2026-02-11,ACC0074,Dhillon & Sons,8273,GBP,DEBIT,SETTLED
B001176,2026-03-09,ACC0085,Harrow Sports Club,2116,GBP,CREDIT,RETURNED
B001177,2026-02-25,ACC0003,Corner Cafe,5408,GBP,CREDIT,SETTLED
B001178,2026-02-28,ACC0006,Sandbrook Utilities,3516,GBP,DEBIT,RETURNED
B001179,2026-02-08,ACC0039,Harrow Sports Club,11556,GBP,CREDIT,RETURNED
B001180,2026-01-25,ACC0057,Kite Digital,4969,GBP,DEBIT,RETURNED
B001181,2026-02-16,ACC0013,Corner Cafe,972,GBP,DEBIT,SETTLED
B001182,2026-02-16,ACC0106,"Marlow ""Fine"" Foods",4291,GBP,DEBIT,SETTLED
B001183,2026-03-25,ACC0099,Ashvale Clinic,98928,GBP,CREDIT,UNSETTLED
B001184,2026-02-18,ACC0085,Petra Logistics,7186,GBP,DEBIT,SETTLED
B001185,2026-03-13,ACC0022,Kite Digital,7731,GBP,DEBIT,RETURNED
B001186,2026-01-25,ACC0025,Sandbrook Utilities,3846,GBP,CREDIT,SETTLED
