txn_id,posted_date,account_id,merchant_name,gross_amount,currency,channel,status
A003990,31/03/2026,ACC0089,Northline Freight,71.53,GBP,card,settled
A003991,03/02/2026,ACC0056,Dhillon & Sons,71.46,USD,card,settled
A003992,11/03/2026,ACC0101,"Marlow ""Fine"" Foods",69.02,EUR,direct_debit,reversed
A003993,22/02/2026,ACC0068,Bolt & Screw Ltd,228.97,USD,direct_debit,settled
A003994,01/01/2026,ACC0016,Kite Digital,54.02,GBP,bank_transfer,settled
A003995,12/06/2026,ACC0030,Ashvale Clinic,74.84,EUR,card,pending
A003996,09/03/2026,ACC0101,"Marlow ""Fine"" Foods",68.85,EUR,card,pending
A003997,04/07/2026,ACC0100,"Marlow ""Fine"" Foods",29.33,gbp,direct_debit,settled
A003998,02/03/2026,ACC0081,Dhillon & Sons,72.39,GBP,direct_debit,failed
A003999,09/04/2026,ACC0052,"Marlow ""Fine"" Foods",43.91,GBP,card,reversed
A004000,02/11/2026,ACC0067,Bolt & Screw Ltd,58.99,GBP,card,pending
A004001,17/01/2026,ACC0097,"Wembley Tyres, Ltd",318.08,EUR,card,settled
A004002,07/03/2026,ACC0092,"Marlow ""Fine"" Foods",15.91,USD,card,reversed
A004003,07/01/2026,ACC0098,Northline Freight,59.49,GBP,bank_transfer,pending
A004004,20/01/2026,ACC0047,Harrow Sports Club,94.18,EUR,bank_transfer,settled
A004005,11/02/2026,ACC0118,Corner Cafe,77.73,gbp,card,settled
A004006,06/02/2026,ACC0092,Dhillon & Sons,175.52,GBP,card,reversed
A004007,22/03/2026,ACC0099,Dhillon & Sons,32.86,USD,card,pending
A004008,26/03/2026,ACC0105,The Old Print Works,66.91,GBP,card,failed
A004009,12/02/2026,ACC0014,Harrow Sports Club,26.96,gbp,card,settled
A004010,07/12/2026,ACC0016,Kite Digital,29.19,EUR,card,settled
A004011,24/01/2026,ACC0110,Dhillon & Sons,99.79,GBP,card,failed
A004012,12/01/2026,ACC0106,The Old Print Works,15.21,USD,card,reversed
A004013,24/02/2026,ACC0099,Harrow Sports Club,35.02,gbp,card,settled
A004014,25/02/2026,ACC0095,Kite Digital,162.82,GBP,card,settled
A004015,10/02/2026,ACC0008,Petra Logistics,184.65,EUR,direct_debit,settled
A004016,21/02/2026,ACC0052,Kite Digital,180.81,USD,card,pending
A004017,14/03/2026,ACC0070,Dhillon & Sons,54.42,USD,direct_debit,failed
A004018,21/02/2026,ACC0051,Corner Cafe,17.54,GBP,card,settled
A004019,08/01/2026,ACC0024,Sandbrook Utilities,186.74,USD,card,settled
A004020,27/03/2026,ACC0029,Bolt & Screw Ltd,14.43,EUR,card,reversed
A004021,14/01/2026,ACC0067,Dhillon & Sons,156.76,GBP,card,failed
A004022,01/03/2026,ACC0015,Bolt & Screw Ltd,95.43,EUR,card,settled
A004023,03/03/2026,ACC0024,"Marlow ""Fine"" Foods",9.96,GBP,card,reversed
A004024,23/03/2026,ACC0033,Harrow Sports Club,14.46,GBP,card,settled
A004025,30/03/2026,ACC0008,Petra Logistics,72.57,EUR,direct_debit,pending
A004026,15/02/2026,ACC0027,Northline Freight,65.86,EUR,card,failed
A004027,21/03/2026,ACC0117,Corner Cafe,58.94,GBP,card,settled
A004028,08/02/2026,ACC0089,Ashvale Clinic,163.05,USD,card,failed
A004029,19/01/2026,ACC0101,"Marlow ""Fine"" Foods",28.04,GBP,bank_transfer,settled
A004030,29/01/2026,ACC0103,Sandbrook Utilities,29.77,GBP,card,settled
A004031,21/03/2026,ACC0063,Petra Logistics,214.03,gbp,card,settled
A004032,24/01/2026,ACC0104,Ashvale Clinic,30.77,GBP,card,settled
A004033,03/02/2026,ACC0021,Bolt & Screw Ltd,40.48,GBP,card,settled
A004034,05/03/2026,ACC0110,Sandbrook Utilities,20.98,USD,card,failed
A004035,08/03/2026,ACC0056,Sandbrook Utilities,69.09,GBP,card,reversed
A004036,12/02/2026,ACC0057,"Marlow ""Fine"" Foods",80.28,GBP,card,settled
A004037,09/02/2026,ACC0082,Sandbrook Utilities,90.26,GBP,card,reversed
A004038,02/01/2026,ACC0046,Northline Freight,27.87,gbp,card,reversed
A004039,02/01/2026,ACC0007,"Marlow ""Fine"" Foods",133.45,GBP,card,pending
A004040,06/02/2026,ACC0083,Ashvale Clinic,133.18,gbp,card,reversed
A004041,11/02/2026,ACC0034,The Old Print Works,207.88,USD,bank_transfer,settled
A004042,15/02/2026,ACC0020,Dhillon & Sons,178.77,USD,card,settled
A004043,21/03/2026,ACC0004,Harrow Sports Club,50.5,GBP,card,reversed
A004044,16/03/2026,ACC0037,Corner Cafe,9.4,GBP,bank_transfer,settled
A004045,04/01/2026,ACC0032,Sandbrook Utilities,33.17,GBP,card,pending
A004046,19/03/2026,ACC0098,"Marlow ""Fine"" Foods",17.99,USD,bank_transfer,settled
A004047,05/02/2026,ACC0118,Corner Cafe,31.92,GBP,direct_debit,settled
A004048,25/01/2026,ACC0085,Corner Cafe,450.34,GBP,direct_debit,failed
A004049,02/02/2026,ACC0069,Harrow Sports Club,6.0,GBP,card,failed
A004050,06/03/2026,ACC0072,Petra Logistics,8.41,USD,bank_transfer,settled
A004051,01/03/2026,ACC0011,"Marlow ""Fine"" Foods",34.87,GBP,card,settled
A004052,14/02/2026,ACC0082,Northline Freight,88.08,GBP,bank_transfer,pending
A004053,27/02/2026,ACC0098,Harrow Sports Club,36.26,gbp,bank_transfer,reversed
A004054,11/01/2026,ACC0081,Corner Cafe,11.54,GBP,direct_debit,reversed
A004055,07/03/2026,ACC0023,Sandbrook Utilities,25.41,EUR,bank_transfer,pending
A004056,27/03/2026,ACC0077,Ashvale Clinic,126.22,GBP,bank_transfer,settled
A004057,17/02/2026,ACC0067,"Wembley Tyres, Ltd",32.04,GBP,card,failed
A004058,06/01/2026,ACC0108,Petra Logistics,31.93,GBP,direct_debit,settled
A004059,24/02/2026,ACC0101,Petra Logistics,19.81,GBP,bank_transfer,settled
A004060,18/02/2026,ACC0080,Sandbrook Utilities,38.51,EUR,card,failed
A004061,06/03/2026,ACC0018,The Old Print Works,15.05,GBP,card,reversed
A004062,22/02/2026,ACC0042,Sandbrook Utilities,174.18,EUR,direct_debit,failed
A004063,02/03/2026,ACC0019,Sandbrook Utilities,28.67,gbp,bank_transfer,settled
A004064,09/02/2026,ACC0010,"Wembley Tyres, Ltd",12.76,GBP,bank_transfer,settled
A004065,23/03/2026,ACC0101,Dhillon & Sons,6.18,GBP,card,settled
A004066,19/02/2026,ACC0049,Sandbrook Utilities,105.85,USD,direct_debit,pending
A004067,14/01/2026,ACC0114,Harrow Sports Club,329.76,gbp,bank_transfer,settled
A004068,10/03/2026,ACC0068,Dhillon & Sons,330.9,gbp,direct_debit,pending
A004069,20/03/2026,ACC0112,"Marlow ""Fine"" Foods",869.69,GBP,direct_debit,settled
A004070,01/01/2026,ACC0053,Harrow Sports Club,143.45,gbp,card,pending
A004071,24/01/2026,ACC0068,"Wembley Tyres, Ltd",128.12,GBP,card,settled
A004072,31/03/2026,ACC0032,The Old Print Works,15.31,GBP,card,settled
A004073,12/01/2026,ACC0039,Bolt & Screw Ltd,23.9,GBP,card,settled
A004074,10/02/2026,ACC0107,Kite Digital,45.16,EUR,card,pending
A004075,28/01/2026,ACC0056,Northline Freight,20.71,EUR,direct_debit,failed
A004076,19/01/2026,ACC0111,Kite Digital,1726.28,GBP,card,failed
A004077,21/03/2026,ACC0054,Kite Digital,124.85,GBP,direct_debit,settled
A004078,23/03/2026,ACC0092,Dhillon & Sons,216.12,GBP,bank_transfer,pending
A004079,21/01/2026,ACC0073,Dhillon & Sons,133.5,gbp,card,pending
A004080,26/02/2026,ACC0081,"Wembley Tyres, Ltd",23.56,gbp,card,settled
A004081,27/03/2026,ACC0043,Ashvale Clinic,7.23,GBP,card,reversed
A004082,16/02/2026,ACC0024,"Wembley Tyres, Ltd",133.57,gbp,direct_debit,pending
A004083,15/01/2026,ACC0119,"Wembley Tyres, Ltd",81.09,USD,card,settled
A004084,14/03/2026,ACC0055,"Marlow ""Fine"" Foods",34.02,GBP,bank_transfer,reversed
A004085,30/01/2026,ACC0059,Sandbrook Utilities,743.95,EUR,card,reversed
A004086,26/03/2026,ACC0120,The Old Print Works,13.42,GBP,direct_debit,reversed
A004087,26/02/2026,ACC0060,The Old Print Works,17.44,GBP,card,settled
A004088,18/03/2026,ACC0054,Kite Digital,17.33,USD,direct_debit,settled
A004089,24/03/2026,ACC0041,"Wembley Tyres, Ltd",23.69,USD,card,settled
A004090,26/01/2026,ACC0028,Harrow Sports Club,8.99,EUR,card,settled
A004091,28/01/2026,ACC0115,Sandbrook Utilities,32.48,GBP,bank_transfer,reversed
A004092,09/01/2026,ACC0071,"Marlow ""Fine"" Foods",30.99,EUR,direct_debit,settled
A004093,02/10/2026,ACC0094,Sandbrook Utilities,60.19,gbp,card,settled
A004094,16/02/2026,ACC0104,"Marlow ""Fine"" Foods",49.74,USD,card,settled
A004095,28/02/2026,ACC0025,The Old Print Works,379.98,USD,card,failed
A004096,12/03/2026,ACC0111,The Old Print Works,45.19,EUR,bank_transfer,failed
A004097,27/03/2026,ACC0105,Harrow Sports Club,17.17,USD,direct_debit,settled
A004098,24/01/2026,ACC0087,Harrow Sports Club,337.2,USD,card,reversed
A004099,01/03/2026,ACC0116,Corner Cafe,45.48,EUR,card,settled
A004100,04/01/2026,ACC0094,Dhillon & Sons,7.11,EUR,card,pending
A004101,12/03/2026,ACC0006,Dhillon & Sons,160.8,GBP,card,settled
A004102,08/01/2026,ACC0087,Northline Freight,15.21,GBP,card,failed
A004103,04/01/2026,ACC0106,Petra Logistics,9.3,EUR,bank_transfer,settled
A004104,01/08/2026,ACC0085,"Marlow ""Fine"" Foods",96.26,EUR,bank_transfer,reversed
A004105,08/09/2026,ACC0071,Sandbrook Utilities,87.32,GBP,card,settled
A004106,04/03/2026,ACC0048,Northline Freight,541.91,USD,card,settled
A004107,21/01/2026,ACC0077,Petra Logistics,21.31,GBP,direct_debit,settled
A004108,07/03/2026,ACC0068,Kite Digital,141.94,GBP,card,settled
A004109,04/01/2026,ACC0062,Dhillon & Sons,42.43,GBP,card,settled
A004110,17/03/2026,ACC0015,Harrow Sports Club,60.35,USD,direct_debit,reversed
A004111,05/01/2026,ACC0027,Corner Cafe,585.3,GBP,card,settled
A004112,20/03/2026,ACC0040,Northline Freight,51.96,gbp,card,reversed
A004113,15/02/2026,ACC0095,Petra Logistics,25.75,GBP,bank_transfer,pending
A004114,17/02/2026,ACC0119,Corner Cafe,19.49,GBP,direct_debit,pending
A004115,30/01/2026,ACC0111,Petra Logistics,21.77,GBP,direct_debit,settled
A004116,05/03/2026,ACC0018,Harrow Sports Club,11.24,GBP,card,pending
A004117,09/01/2026,ACC0101,Harrow Sports Club,148.72,GBP,card,reversed
A004118,21/01/2026,ACC0070,Dhillon & Sons,268.63,GBP,card,settled
A004119,26/01/2026,ACC0009,"Wembley Tyres, Ltd",144.63,GBP,card,settled
A004120,14/02/2026,ACC0014,"Wembley Tyres, Ltd",13.56,gbp,card,settled
A004121,06/02/2026,ACC0042,Kite Digital,95.86,gbp,card,settled
A004122,20/01/2026,ACC0056,Corner Cafe,17.5,GBP,direct_debit,settled
A004123,23/02/2026,ACC0009,Sandbrook Utilities,53.76,GBP,card,settled
A004124,06/03/2026,ACC0011,Bolt & Screw Ltd,28.22,GBP,card,failed
A004125,07/01/2026,ACC0044,Petra Logistics,238.01,GBP,bank_transfer,settled
A004126,29/01/2026,ACC0082,Kite Digital,69.84,EUR,card,reversed
A004127,05/01/2026,ACC0107,Bolt & Screw Ltd,7.22,gbp,card,reversed
A004128,21/03/2026,ACC0035,Harrow Sports Club,527.55,USD,direct_debit,failed
A004129,20/02/2026,ACC0021,Ashvale Clinic,362.95,GBP,card,failed
A004130,09/02/2026,ACC0005,Bolt & Screw Ltd,184.44,EUR,card,pending
A004131,29/01/2026,ACC0094,Bolt & Screw Ltd,33.02,GBP,card,pending
A004132,10/03/2026,ACC0051,Harrow Sports Club,90.89,gbp,card,settled
A004133,13/01/2026,ACC0082,"Marlow ""Fine"" Foods",139.5,EUR,card,settled
A004134,29/01/2026,ACC0002,The Old Print Works,384.67,GBP,card,settled
A004135,06/03/2026,ACC0014,Dhillon & Sons,23.23,GBP,bank_transfer,pending
A004136,07/03/2026,ACC0103,Corner Cafe,19.65,EUR,card,failed
A004137,12/01/2026,ACC0113,Northline Freight,3.76,GBP,bank_transfer,reversed
A004138,05/03/2026,ACC0044,Bolt & Screw Ltd,15.47,GBP,direct_debit,pending
A004139,30/03/2026,ACC0072,Dhillon & Sons,113.6,GBP,direct_debit,pending
A004140,04/03/2026,ACC0020,Dhillon & Sons,24.38,USD,bank_transfer,pending
A004141,16/03/2026,ACC0012,Harrow Sports Club,136.66,GBP,card,failed
A004142,15/01/2026,ACC0013,Petra Logistics,57.47,GBP,bank_transfer,settled
A004143,10/01/2026,ACC0108,"Wembley Tyres, Ltd",17.61,GBP,card,settled
A004144,01/01/2026,ACC0113,Kite Digital,108.07,GBP,card,pending
A002229,04/04/2026,ACC0107,Dhillon & Sons,134.95,GBP,card,failed
A004146,26/03/2026,ACC0050,"Marlow ""Fine"" Foods",27.82,EUR,card,settled
A004147,09/03/2026,ACC0012,The Old Print Works,36.9,EUR,direct_debit,failed
A004148,22/01/2026,ACC0092,"Marlow ""Fine"" Foods",191.64,gbp,card,reversed
A004149,29/03/2026,ACC0063,Petra Logistics,176.38,GBP,card,settled
A004150,05/02/2026,ACC0063,"Wembley Tyres, Ltd",129.59,gbp,card,reversed
A004151,03/03/2026,ACC0063,Kite Digital,62.96,GBP,card,settled
A004152,30/03/2026,ACC0075,Ashvale Clinic,66.86,GBP,bank_transfer,settled
A004153,29/03/2026,ACC0036,Ashvale Clinic,39.2,GBP,card,settled
A004154,22/03/2026,ACC0008,Northline Freight,49.63,GBP,direct_debit,settled
A004155,20/02/2026,ACC0078,Kite Digital,51.89,GBP,card,failed
A004156,05/03/2026,ACC0034,Sandbrook Utilities,21.44,EUR,bank_transfer,reversed
A004157,15/03/2026,ACC0112,"Wembley Tyres, Ltd",4.26,gbp,card,settled
A004158,02/01/2026,ACC0006,Northline Freight,79.44,GBP,direct_debit,reversed
A004159,16/01/2026,ACC0074,Kite Digital,25.23,gbp,card,settled
A004160,27/01/2026,ACC0045,Petra Logistics,9.46,GBP,card,reversed
A004161,30/01/2026,ACC0097,Kite Digital,239.27,USD,card,reversed
A004162,08/01/2026,ACC0058,Corner Cafe,24.92,GBP,card,settled
A004163,08/02/2026,ACC0061,Kite Digital,70.13,USD,bank_transfer,pending
A004164,28/01/2026,ACC0027,The Old Print Works,16.63,GBP,card,settled
A004165,15/01/2026,ACC0047,Corner Cafe,5.51,EUR,card,pending
A004166,10/01/2026,ACC0021,Northline Freight,9.31,GBP,card,pending
A004167,04/02/2026,ACC0105,Ashvale Clinic,43.15,USD,card,settled
A004168,20/01/2026,ACC0040,Ashvale Clinic,43.64,GBP,card,settled
A004169,22/02/2026,ACC0020,Petra Logistics,102.49,EUR,direct_debit,settled
A004170,06/01/2026,ACC0011,Dhillon & Sons,1.26,gbp,card,settled
A004171,25/02/2026,ACC0047,Corner Cafe,156.9,EUR,card,settled
A004172,22/02/2026,ACC0042,"Wembley Tyres, Ltd",34.52,gbp,card,pending
A004173,13/01/2026,ACC0119,Petra Logistics,21.92,GBP,card,settled
A004174,01/03/2026,ACC0037,Corner Cafe,122.64,GBP,card,failed
A004175,15/01/2026,ACC0070,Ashvale Clinic,33.52,GBP,card,settled
A004176,27/02/2026,ACC0039,The Old Print Works,25.91,gbp,card,settled
A004177,15/02/2026,ACC0068,Harrow Sports Club,10.27,USD,direct_debit,settled
A004178,27/02/2026,ACC0047,Ashvale Clinic,56.57,EUR,bank_transfer,pending
A004179,06/01/2026,ACC0087,"Marlow ""Fine"" Foods",26.19,GBP,card,failed
A004180,31/03/2026,ACC0096,Sandbrook Utilities,175.37,GBP,card,settled
A004181,30/01/2026,ACC0033,Bolt & Screw Ltd,14.34,GBP,card,pending
A004182,21/03/2026,ACC0120,The Old Print Works,56.14,gbp,card,settled
A004183,14/03/2026,ACC0059,The Old Print Works,,GBP,card,settled
A004184,30/03/2026,ACC0049,The Old Print Works,79.74,GBP,bank_transfer,settled
A004185,09/02/2026,ACC0049,Harrow Sports Club,565.56,GBP,direct_debit,settled
A004186,20/03/2026,ACC0002,Corner Cafe,28.66,GBP,direct_debit,reversed
A004187,30/01/2026,ACC0022,Dhillon & Sons,61.42,EUR,direct_debit,pending
A004188,18/02/2026,ACC0107,The Old Print Works,72.03,USD,card,settled
A004189,15/01/2026,ACC0021,Kite Digital,528.48,gbp,card,reversed
A004190,03/02/2026,ACC0082,Northline Freight,634.58,GBP,card,failed
A004191,03/01/2026,ACC0050,Northline Freight,1971.98,GBP,card,reversed
A004192,24/03/2026,ACC0089,Kite Digital,124.03,EUR,direct_debit,settled
A004193,17/01/2026,ACC0022,Sandbrook Utilities,844.0,EUR,bank_transfer,settled
A004194,27/03/2026,ACC0044,Kite Digital,7.34,gbp,card,failed
A004195,17/02/2026,ACC0103,Northline Freight,132.67,GBP,card,failed
A004196,08/01/2026,ACC0105,"Marlow ""Fine"" Foods",29.81,GBP,card,pending
A004197,10/03/2026,ACC0029,"Wembley Tyres, Ltd",133.39,gbp,card,pending
A004198,27/03/2026,ACC0115,Dhillon & Sons,113.17,GBP,card,settled
A004199,14/02/2026,ACC0105,Harrow Sports Club,56.09,gbp,direct_debit,settled
A004200,18/02/2026,ACC0006,Northline Freight,57.43,GBP,card,settled
A004201,06/11/2026,ACC0109,Bolt & Screw Ltd,6.35,EUR,direct_debit,settled
A004202,09/03/2026,ACC0015,Corner Cafe,13.82,USD,bank_transfer,failed
A004203,18/03/2026,ACC0043,Bolt & Screw Ltd,17.1,gbp,direct_debit,failed
A004204,24/03/2026,ACC0079,"Wembley Tyres, Ltd",15.23,gbp,card,pending
A004205,27/01/2026,ACC0090,Corner Cafe,144.78,GBP,card,settled
A004206,15/03/2026,ACC0023,Sandbrook Utilities,101.09,gbp,card,settled
A004207,08/03/2026,ACC0097,Northline Freight,41.95,USD,card,settled
A004208,29/03/2026,ACC0062,The Old Print Works,185.57,EUR,direct_debit,settled
A004209,03/07/2026,ACC0025,The Old Print Works,39.74,EUR,card,pending
A004210,13/02/2026,ACC0048,"Wembley Tyres, Ltd",17.58,EUR,bank_transfer,reversed
A004211,09/01/2026,ACC0116,Northline Freight,41.87,EUR,direct_debit,settled
A004212,11/02/2026,ACC0102,Northline Freight,20.3,GBP,direct_debit,settled
A004213,28/02/2026,  ACC0081 ,Petra Logistics,78.15,GBP,card,failed
A004214,05/03/2026,ACC0073,Northline Freight,28.14,GBP,card,settled
A004215,20/01/2026,ACC0104,"Marlow ""Fine"" Foods",26.85,USD,card,failed
A004216,23/02/2026,ACC0004,Petra Logistics,210.0,GBP,card,settled
A004217,04/02/2026,ACC0013,Petra Logistics,15.45,EUR,card,reversed
A004218,07/01/2026,ACC0039,The Old Print Works,12.23,USD,card,settled
A004219,15/02/2026,ACC0041,Corner Cafe,,GBP,card,settled
A004220,06/06/2026,ACC0031,Harrow Sports Club,18.83,GBP,bank_transfer,reversed
A004221,24/01/2026,ACC0108,Bolt & Screw Ltd,67.0,GBP,bank_transfer,reversed
A004222,13/01/2026,ACC0072,Corner Cafe,29.61,gbp,card,settled
A004223,05/03/2026,ACC0079,Kite Digital,23.64,gbp,direct_debit,settled
A004224,25/02/2026,ACC0071,Ashvale Clinic,40.47,EUR,card,reversed
A004225,03/03/2026,ACC0098,Sandbrook Utilities,34.62,EUR,card,settled
A004226,29/01/2026,ACC0051,"Marlow ""Fine"" Foods",107.72,GBP,card,failed
A004227,28/02/2026,ACC0032,Dhillon & Sons,12.43,GBP,card,failed
A004228,11/03/2026,ACC0087,Petra Logistics,42.31,GBP,card,reversed
A004229,06/02/2026,ACC0073,Bolt & Screw Ltd,45.09,GBP,card,pending
A004230,03/03/2026,ACC0118,"Marlow ""Fine"" Foods",13.26,GBP,bank_transfer,settled
A004231,26/03/2026,ACC0023,Ashvale Clinic,133.0,gbp,card,settled
A004232,21/02/2026,ACC0087,Harrow Sports Club,7.66,GBP,card,pending
A004233,29/01/2026,ACC0095,Ashvale Clinic,457.53,GBP,bank_transfer,failed
A004234,19/03/2026,ACC0113,Dhillon & Sons,37.46,GBP,bank_transfer,failed
A004235,06/03/2026,ACC0074,Kite Digital,254.27,USD,card,settled
A004236,08/02/2026,ACC0075,Bolt & Screw Ltd,76.68,EUR,card,pending
A004237,12/01/2026,ACC0112,Kite Digital,44.09,GBP,card,failed
A004238,02/12/2026,ACC0116,Ashvale Clinic,11.1,gbp,direct_debit,settled
A004239,24/01/2026,ACC0015,Bolt & Screw Ltd,10.87,gbp,card,pending
A004240,31/01/2026,ACC0006,Northline Freight,74.0,GBP,card,settled
A004241,19/03/2026,ACC0115,"Marlow ""Fine"" Foods",10.38,USD,bank_transfer,settled
A004242,09/02/2026,ACC0034,Sandbrook Utilities,27.2,GBP,direct_debit,settled
A004243,21/02/2026,ACC0109,Corner Cafe,12.11,GBP,direct_debit,settled
A004244,02/01/2026,ACC0035,"Wembley Tyres, Ltd",359.66,GBP,direct_debit,settled
A004245,23/02/2026,ACC0048,Dhillon & Sons,148.82,EUR,card,pending
A004246,07/01/2026,ACC0010,"Wembley Tyres, Ltd",16.18,EUR,direct_debit,failed
A004247,29/03/2026,ACC0016,Corner Cafe,17.27,EUR,card,settled
A004248,16/01/2026,ACC0113,The Old Print Works,69.9,GBP,card,pending
A004249,09/01/2026,ACC0083,Bolt & Screw Ltd,39.48,GBP,card,reversed
A004250,13/02/2026,ACC0077,Dhillon & Sons,53.09,GBP,card,failed
A004251,09/03/2026,ACC0105,Corner Cafe,76.41,gbp,bank_transfer,settled
A004252,09/01/2026,ACC0081,Kite Digital,117.64,EUR,card,failed
A004253,31/03/2026,ACC0096,Harrow Sports Club,25.24,gbp,card,reversed
A004254,08/03/2026,ACC0069,Corner Cafe,16.25,GBP,direct_debit,settled
A004255,19/02/2026,ACC0025,Northline Freight,91.71,GBP,card,settled
A004256,31/03/2026,ACC0065,Northline Freight,73.03,GBP,direct_debit,settled
A004257,28/03/2026,ACC0012,"Marlow ""Fine"" Foods",-483.81,GBP,card,settled
A004258,09/03/2026,ACC0038,Northline Freight,184.61,GBP,card,failed
A004259,28/02/2026,ACC0093,Petra Logistics,21.17,GBP,card,failed
A004260,07/02/2026,ACC0056,Sandbrook Utilities,48.94,GBP,card,failed
A004261,12/02/2026,ACC0096,Harrow Sports Club,57.03,USD,card,settled
A004262,17/03/2026,ACC0094,Kite Digital,9.86,GBP,bank_transfer,settled
A004263,24/01/2026,ACC0011,Northline Freight,12.55,GBP,card,pending
A004264,26/01/2026,ACC0108,Harrow Sports Club,23.61,EUR,card,failed
A004265,27/02/2026,ACC0092,Bolt & Screw Ltd,62.0,gbp,card,failed
A004266,12/01/2026,ACC0007,Dhillon & Sons,22.26,USD,direct_debit,settled
A004267,21/02/2026,ACC0052,Northline Freight,11.7,gbp,direct_debit,settled
A004268,03/03/2026,ACC0116,Sandbrook Utilities,11.48,USD,card,failed
A004269,11/02/2026,ACC0114,Bolt & Screw Ltd,36.49,EUR,card,settled
A004270,16/03/2026,ACC0083,"Marlow ""Fine"" Foods",50.91,EUR,bank_transfer,settled
A004271,12/11/2026,ACC0008,Petra Logistics,42.15,EUR,card,settled
A004272,02/01/2026,ACC0093,Harrow Sports Club,426.52,USD,card,settled
A004273,16/02/2026,ACC0043,Corner Cafe,21.17,GBP,card,pending
A004274,01/03/2026,ACC0063,Harrow Sports Club,26.14,EUR,bank_transfer,reversed
A004275,28/03/2026,ACC0087,Kite Digital,219.76,gbp,bank_transfer,failed
A004276,12/05/2026,ACC0015,Northline Freight,73.4,gbp,bank_transfer,pending
A004277,11/12/2026,ACC0074,Harrow Sports Club,30.21,GBP,card,settled
A004278,21/03/2026,ACC0040,"Wembley Tyres, Ltd",620.97,EUR,card,pending
A004279,16/01/2026,ACC0098,Ashvale Clinic,178.19,GBP,card,settled
A004280,14/01/2026,ACC0106,Harrow Sports Club,237.95,GBP,card,reversed
A004281,11/02/2026,ACC0119,Bolt & Screw Ltd,14.02,gbp,card,reversed
A004282,24/01/2026,ACC0057,Kite Digital,145.48,GBP,card,settled
A004283,07/02/2026,ACC0075,Bolt & Screw Ltd,15.21,USD,bank_transfer,reversed
A004284,03/05/2026,ACC0020,Kite Digital,55.04,EUR,card,settled
A004285,25/02/2026,ACC0060,Corner Cafe,14.78,GBP,card,settled
A004286,03/01/2026,ACC0035,Ashvale Clinic,18.27,GBP,card,failed
A004287,15/01/2026,ACC0092,Ashvale Clinic,53.06,GBP,direct_debit,reversed
A004288,25/02/2026,ACC0114,Sandbrook Utilities,14.8,EUR,card,pending
A004289,20/02/2026,ACC0086,Kite Digital,213.66,GBP,card,failed
A004290,02/03/2026,ACC0004,Dhillon & Sons,133.75,gbp,card,settled
A004291,25/01/2026,ACC0061,Bolt & Screw Ltd,24.55,GBP,card,pending
A004292,10/03/2026,ACC0104,Northline Freight,40.46,EUR,card,failed
A004293,04/01/2026,ACC0049,Ashvale Clinic,8.01,GBP,card,settled
A004294,15/02/2026,ACC0095,Ashvale Clinic,93.8,EUR,bank_transfer,pending
A004295,15/01/2026,ACC0026,"Marlow ""Fine"" Foods",13.77,GBP,card,settled
A004296,16/01/2026,ACC0058,Petra Logistics,74.03,GBP,card,settled
A004297,12/01/2026,ACC0090,Bolt & Screw Ltd,58.71,USD,bank_transfer,reversed
A004298,18/03/2026,ACC0091,Ashvale Clinic,13.54,USD,card,settled
A004299,15/02/2026,ACC0061,The Old Print Works,39.76,USD,card,settled
A004300,03/01/2026,ACC0081,Northline Freight,102.11,GBP,card,settled
A004301,29/01/2026,ACC0035,The Old Print Works,117.26,GBP,card,reversed
A004302,16/02/2026,ACC0077,Kite Digital,48.6,gbp,card,settled
A004303,10/02/2026,ACC0073,Northline Freight,37.81,GBP,direct_debit,failed
A004304,26/02/2026,ACC0102,"Wembley Tyres, Ltd",,GBP,card,pending
A004305,05/03/2026,ACC0006,Harrow Sports Club,50.08,gbp,card,failed
A004306,09/03/2026,ACC0061,Northline Freight,67.39,gbp,direct_debit,settled
A004307,30/03/2026,ACC0072,Northline Freight,44.39,gbp,card,settled
A004308,20/03/2026,ACC0079,"Marlow ""Fine"" Foods",57.76,gbp,card,failed
A004309,24/01/2026,ACC0115,Corner Cafe,46.65,USD,card,reversed
A004310,15/02/2026,ACC0074,Corner Cafe,24.31,gbp,card,settled
A004311,07/02/2026,ACC0019,Bolt & Screw Ltd,45.02,GBP,card,reversed
A004312,10/01/2026,ACC0009,Corner Cafe,513.33,USD,direct_debit,settled
A004313,25/03/2026,ACC0105,Northline Freight,34.83,GBP,card,settled
A004314,06/01/2026,ACC0068,The Old Print Works,86.34,GBP,card,pending
A004315,24/03/2026,ACC0005,Ashvale Clinic,28.42,EUR,direct_debit,failed
A004316,04/03/2026,ACC0022,"Marlow ""Fine"" Foods",42.85,USD,card,failed
A004317,13/01/2026,ACC0083,Ashvale Clinic,69.64,GBP,card,pending
A004318,03/03/2026,ACC0062,Sandbrook Utilities,12.03,GBP,card,pending
A004319,30/03/2026,ACC0067,Corner Cafe,184.81,GBP,direct_debit,settled
A004320,25/01/2026,ACC0077,Sandbrook Utilities,33.11,gbp,direct_debit,settled
A004321,06/03/2026,ACC0037,Petra Logistics,60.38,EUR,direct_debit,settled
A004322,03/02/2026,ACC0020,"Wembley Tyres, Ltd",32.16,GBP,card,settled
A004323,07/01/2026,ACC0107,The Old Print Works,48.64,GBP,direct_debit,settled
A004324,31/03/2026,ACC0072,Ashvale Clinic,33.1,USD,card,failed
